CustomerID,Days_Since_Last_Purchase,Total_Transactions,Total_Products_Purchased,Total_Spend,Average_Transaction_Value,Unique_Products_Purchased,Average_Days_Between_Purchases,Day_Of_Week,Hour,Is_UK,Cancellation_Frequency,Cancellation_Rate,Monthly_Spending_Mean,Monthly_Spending_Std,Spending_Trend
16614,182,1,223,506.19,506.19,26,0,4,11,1,0,0,506.19,0,0
16616,15,2,370,500.42,250.21,31,4.4375,3,16,1,0,0,250.21,56.72410599,80.22
16617,235,1,91,151.85,151.85,5,0,0,10,1,0,0,151.85,0,0
16618,31,6,1362,2630.64,438.44,79,3.03125,4,13,1,1,0.166666667,657.66,407.3203486,142.128
16619,253,2,129,204.41,102.205,14,0.666666667,0,8,1,1,0.5,204.41,0,0
16620,3,2,88,178.96,89.48,9,32.125,3,10,1,0,0,89.48,8.881261172,-12.56
16621,51,4,302,813.48,203.37,22,8.071428571,6,11,1,0,0,203.37,90.00915953,-8.548
16623,245,1,39,129.45,129.45,5,0,4,10,1,0,0,129.45,0,0
16624,80,2,488,810.57,405.285,44,2.489361702,1,12,1,0,0,405.285,29.90354578,-42.29
16625,274,1,164,333.08,333.08,23,0,3,12,1,0,0,333.08,0,0
16626,0,20,2670,4379.65,218.9825,86,1.453551913,4,12,1,3,0.15,547.45625,248.9337601,-20.99678571
16627,79,1,162,322.8,322.8,20,0,2,14,1,0,0,322.8,0,0
16628,29,6,1202,2183.04,363.84,79,1.737288136,3,12,1,1,0.166666667,436.608,92.01666545,55.415
16629,73,2,489,408.63,204.315,58,0.389830508,6,16,1,0,0,408.63,0,0
16633,17,7,1136,2863.15,409.0214286,114,1.437086093,1,14,1,1,0.142857143,477.1916667,175.1509103,62.54942857
16634,222,2,82,217.9,108.95,9,18.75,3,17,1,0,0,108.95,78.98382746,-111.7
16637,32,5,891,1124.59,224.918,66,2.718309859,0,11,1,1,0.2,281.1475,46.36479367,-2.043
16638,22,11,1254,1676.47,152.4063636,92,3.680851064,1,9,1,1,0.090909091,239.4957143,181.9603663,-6.294285714
16639,25,4,503,1169.38,292.345,48,4.117647059,1,13,1,1,0.25,389.7933333,276.8108987,195.015
16641,105,1,256,231.1,231.1,12,0,4,12,1,0,0,231.1,0,0
16642,4,3,478,679.83,226.61,32,5.970588235,0,11,1,1,0.333333333,339.915,57.53727879,81.37
16643,245,1,269,487.51,487.51,27,0,4,8,1,0,0,487.51,0,0
16644,177,2,826,833.78,416.89,62,0.573770492,2,12,1,0,0,416.89,432.0705276,-611.04
16647,169,2,146,214.06,107.03,12,2.692307692,3,9,1,0,0,107.03,29.30250501,-41.44
16648,38,2,269,270.86,135.43,19,0.2,4,8,1,1,0.5,135.43,219.5283713,-310.46
16650,71,1,372,518.42,518.42,24,0,3,9,1,0,0,518.42,0,0
16652,53,11,3267,6654.26,604.9327273,75,1.803278689,2,9,1,4,0.363636364,1330.852,828.840824,273.697
16653,16,3,723,1166.92,388.9733333,67,0.733333333,3,13,1,1,0.333333333,388.9733333,635.13361,-511.53
16654,141,5,280,594.97,118.994,29,7.566666667,0,15,1,1,0.2,118.994,124.1240435,-56.581
16655,17,6,2363,3789.52,631.5866667,208,1.221789883,6,15,1,0,0,757.904,238.5757854,76.27
16657,9,4,1130,874.43,218.6075,158,1.282722513,2,12,1,0,0,291.4766667,145.8552064,122.105
16658,368,1,40,123.24,123.24,8,0,0,13,1,0,0,123.24,0,0
16659,189,1,72,39.12,39.12,2,0,4,15,1,0,0,39.12,0,0
16660,16,5,451,810.45,162.09,16,18.9375,2,14,1,1,0.2,270.15,162.5230418,71.745
16665,362,1,59,135.4,135.4,9,0,6,14,1,0,0,135.4,0,0
16666,19,1,233,118.98,118.98,32,0,6,14,1,0,0,118.98,0,0
16667,68,2,236,567.18,283.59,52,4.235294118,6,15,1,0,0,283.59,117.6484263,166.38
16668,15,6,318,306.72,51.12,9,14.15789474,0,12,1,0,0,51.12,20.39233974,-4.916571429
16669,23,2,871,1344.48,672.24,140,0.359477124,2,12,1,0,0,672.24,68.87220049,-97.4
16670,16,17,2524,4022.46,236.6152941,179,1.310344828,2,12,1,6,0.352941176,446.94,204.2859538,-12.21566667
16671,28,3,875,1692.27,564.09,3,27.2,1,11,1,0,0,846.135,759.0720585,-1073.49
16672,2,22,2830,8119.69,369.0768182,22,2.295652174,3,10,1,2,0.090909091,902.1877778,400.88112,-111.1101667
16674,54,2,181,304.24,152.12,89,0.47826087,6,11,1,0,0,152.12,52.35418608,74.04
16676,33,5,631,1558.72,311.744,75,3.340659341,3,15,1,1,0.2,389.68,106.7364143,2.82
16678,2,15,2370,3025.24,201.6826667,92,1.676646707,2,13,1,3,0.2,378.155,116.416559,2.616666667
16679,366,1,29,129.75,129.75,3,0,2,13,1,0,0,129.75,0,0
16680,43,1,94,183.7,183.7,10,0,3,17,1,0,0,183.7,0,0
16681,72,6,1407,1770.34,295.0566667,18,4.209302326,3,10,1,0,0,354.068,87.76723033,41.404
16682,4,5,1040,1028,205.6,15,6.310344828,6,11,1,0,0,205.6,182.0044521,-82.316
16685,61,2,396,324.24,162.12,60,0,6,13,1,0,0,324.24,0,0
16686,47,9,1972,2940.53,326.7255556,406,0.564102564,6,14,1,2,0.222222222,420.0757143,208.9618421,52.15857143
16688,1,4,804,1260.86,315.215,52,0.967213115,3,16,1,0,0,420.2866667,362.7554296,-342.91
16689,75,3,312,355.1,118.3666667,12,0.5,6,13,1,1,0.333333333,355.1,0,0
16690,43,3,137,208.63,69.54333333,10,13.16666667,2,15,1,1,0.333333333,69.54333333,79.38505296,-51.725
16692,256,2,151,1126,563,1,33,0,14,1,0,0,563,784.1814203,1109
16693,68,2,203,477.86,238.93,58,3.5,6,11,1,0,0,238.93,120.9435439,171.04
16696,135,4,146,657.9,164.475,7,12.55555556,1,11,1,0,0,219.3,265.3572498,31.8
16697,241,1,27,112.75,112.75,20,0,1,17,1,0,0,112.75,0,0
16698,226,2,840,1998,999,4,6.75,3,13,1,0,0,999,258.8010819,-366
16700,8,17,4019,5040,296.4705882,159,1.151125402,3,13,1,4,0.235294118,420,129.5131362,-13.09769231
16701,8,18,6211,5150.27,286.1261111,99,2.307189542,0,11,1,5,0.277777778,468.2063636,265.671872,35.82372727
16706,37,3,249,531.35,177.1166667,108,0.631147541,2,15,1,0,0,177.1166667,99.08491426,-85.865
16708,45,1,285,656.63,656.63,27,0,1,12,1,0,0,656.63,0,0
16709,84,5,851,3029.87,605.974,64,2.525641026,4,10,1,0,0,757.4675,441.8386661,33.851
16710,19,10,1823,2467.99,246.799,268,0.888040712,0,13,1,0,0,411.3316667,198.3430912,-44.53742857
16711,3,5,833,1651.03,330.206,18,16.85714286,4,14,1,0,0,330.206,88.43981897,22.376
16712,9,11,1727,3603.66,327.6054545,258,0.612385321,0,15,1,0,0,600.61,276.4405695,57.17885714
16713,18,21,4259,6827.88,325.1371429,339,0.555910543,1,13,1,6,0.285714286,682.788,389.4476063,46.78072727
16714,317,3,586,864.06,288.02,76,0,2,13,1,1,0.333333333,864.06,0,0
16715,78,1,642,301.72,301.72,19,0,3,18,1,0,0,301.72,0,0
16716,266,3,44,319.8,106.6,1,22.5,1,10,1,1,0.333333333,159.9,9.75807358,13.8
16717,9,9,1562,3263.06,362.5622222,178,1.525641026,2,12,1,3,0.333333333,543.8433333,958.0742795,279.3434286
16718,369,1,407,606.05,606.05,41,0,6,13,1,0,0,606.05,0,0
16719,14,8,1173,1753.72,219.215,108,1.796954315,0,9,1,1,0.125,250.5314286,99.64063268,-6.520357143
16720,26,1,180,152.95,152.95,25,0,6,16,1,0,0,152.95,0,0
16721,262,1,172,292.47,292.47,37,0,1,16,1,0,0,292.47,0,0
16722,17,16,4989,4711.21,294.450625,96,1.546255507,2,15,1,3,0.1875,471.121,202.2417655,-8.174969697
16723,91,2,398,576.4,288.2,37,0.390243902,2,11,1,0,0,288.2,174.2311109,-246.4
16725,302,7,286,750.87,107.2671429,109,0.479166667,4,16,1,1,0.142857143,250.29,59.89359148,-54.94
16726,26,5,945,1358.74,271.748,121,1.892655367,6,13,1,0,0,339.685,214.6496063,109.124
16727,364,1,167,256.32,256.32,41,0,4,13,1,0,0,256.32,0,0
16728,46,4,671,1048.28,262.07,218,0.832061069,6,14,1,0,0,262.07,168.4696604,94.538
16729,36,26,5706,7045.41,270.9773077,234,0.310136157,1,12,1,5,0.192307692,880.67625,444.3490743,-118.6382143
16730,52,4,898,702.79,175.6975,75,3.21686747,1,14,1,1,0.25,175.6975,150.8264036,55.969
16732,31,1,317,603.75,603.75,28,0,1,9,1,0,0,603.75,0,0
16734,52,3,345,646.76,215.5866667,44,1.215686275,2,15,1,0,0,323.38,29.6560584,41.94
16735,78,7,1513,2216.06,316.58,88,2.169491525,4,12,1,2,0.285714286,738.6866667,387.2811803,283.69
16739,172,2,169,312.55,156.275,13,0.266666667,3,9,1,1,0.5,312.55,0,0
16742,46,1,-190,-464.9,-464.9,3,0,0,11,1,1,1,-464.9,0,0
16743,29,8,1998,2166.88,270.86,89,1.722513089,3,12,1,1,0.125,361.1466667,62.88544336,-9.982857143
16744,11,7,798,1291.91,184.5585714,198,0.689361702,6,12,1,0,0,258.382,134.3626482,71.706
16745,86,18,6711,7157.1,397.6166667,148,0.633802817,3,12,1,1,0.055555556,894.6375,357.3400377,-5.105
16746,4,19,4657,6676.76,351.4084211,234,0.793721973,6,12,1,1,0.052631579,606.9781818,239.2372411,45.14590909
16747,25,4,577,826.96,206.74,34,0.954545455,0,10,1,2,0.5,413.48,86.15389022,-121.84
16748,17,5,880,1515.9,303.18,42,4.661764706,1,14,1,0,0,378.975,207.5042871,54.97
16750,44,5,214,623.93,124.786,74,2,1,17,1,0,0,124.786,42.8800639,-11.389
16751,30,1,1031,1764.72,1764.72,24,0,2,10,1,0,0,1764.72,0,0
16752,372,1,54,207.5,207.5,9,0,3,12,1,0,0,207.5,0,0
16753,58,1,189,223.92,223.92,34,0,2,13,1,0,0,223.92,0,0
16755,114,5,1052,1463.23,292.646,134,1.182352941,2,13,1,2,0.4,487.7433333,149.869129,119.35
16756,214,1,106,239.4,239.4,13,0,0,9,1,0,0,239.4,0,0
16757,318,1,81,106.83,106.83,7,0,1,11,1,0,0,106.83,0,0
16758,65,1,203,369.34,369.34,22,0,2,14,1,0,0,369.34,0,0
16759,7,4,608,772.84,193.21,40,0.547619048,2,9,1,1,0.25,386.42,21.89202595,-30.96
16761,96,1,341,316.62,316.62,13,0,6,11,1,0,0,316.62,0,0
16762,19,3,480,1207.24,402.4133333,51,2.016129032,6,11,1,0,0,402.4133333,148.1475313,2.745
16763,185,2,318,594.9,297.45,23,0.565217391,2,11,1,1,0.5,297.45,444.628744,-628.8
16764,3,18,1241,2749.95,152.775,209,0.196905767,4,12,1,5,0.277777778,458.325,300.8589734,46.14828571
16766,273,2,536,1145.6,572.8,17,0,4,13,1,0,0,1145.6,0,0
16767,30,11,4423,5575.56,506.8690909,148,1.3,2,9,1,0,0,696.945,490.4346882,-70.97904762
16768,47,5,191,458.04,91.608,47,3.929824561,6,10,1,2,0.4,152.68,52.99210035,0.025
16769,260,1,80,361.54,361.54,33,0,3,13,1,0,0,361.54,0,0
16770,57,6,444,731.9,121.9833333,116,2.25,6,12,1,1,0.166666667,182.975,79.92466307,-53.176
16771,33,5,1475,2230.61,446.122,199,1.21031746,2,14,1,0,0,446.122,232.3417156,-50.892
16773,57,1,171,171.59,171.59,23,0,3,14,1,0,0,171.59,0,0
16774,67,5,318,654.92,130.984,36,2.3125,0,12,1,1,0.2,163.73,48.21262214,-0.164
16775,10,11,439,1691.51,153.7736364,84,2.288461538,1,15,1,0,0,169.151,52.22737797,-3.165030303
16776,60,1,254,371.54,371.54,61,0,0,13,1,0,0,371.54,0,0
16777,80,2,62,222.62,111.31,45,3.765957447,6,14,1,0,0,111.31,87.97822572,-124.42
16778,74,2,194,245.94,122.97,16,13.33333333,0,13,1,0,0,122.97,42.12942202,59.58
16779,2,28,5212,10436.05,372.7160714,161,1.06744868,2,12,1,6,0.214285714,869.6708333,532.2386557,67.34437063
16780,100,2,270,422.24,211.12,51,2.74137931,2,16,1,0,0,211.12,69.62173368,98.46
16781,365,2,111,294.65,147.325,17,0.388888889,3,14,1,1,0.5,294.65,0,0
16782,10,19,696,2230.3,117.3842105,103,1.894179894,3,11,1,6,0.315789474,247.8111111,179.9532912,-19.712
16784,19,1,24,107.6,107.6,3,0,6,12,1,0,0,107.6,0,0
16788,123,2,303,592.74,296.37,137,0.897260274,0,14,1,0,0,296.37,5.020458146,7.1
16789,8,1,32,80.8,80.8,5,0,3,15,1,0,0,80.8,0,0
16790,3,8,892,1520.12,190.015,88,0.361702128,2,11,1,2,0.25,760.06,821.0358258,-1161.12
16791,29,8,752,1677.53,209.69125,217,0.964968153,0,19,1,1,0.125,279.5883333,136.4223218,59.49571429
16792,282,2,44,110.38,55.19,11,0,2,14,1,0,0,110.38,0,0
16793,57,1,146,243.84,243.84,16,0,3,15,1,0,0,243.84,0,0
16794,1,12,918,1173.28,97.77333333,141,0.643884892,6,14,1,2,0.166666667,167.6114286,78.31122938,-11.68321429
16795,365,1,239,414.88,414.88,64,0,3,14,1,0,0,414.88,0,0
16796,89,1,186,305.62,305.62,18,0,6,14,1,0,0,305.62,0,0
16800,11,1,524,1162.65,1162.65,148,0,0,14,1,0,0,1162.65,0,0
16801,163,5,307,842.33,168.466,72,0.924369748,3,11,1,1,0.2,280.7766667,371.0837529,70.425
16803,65,1,245,332.3,332.3,24,0,2,14,1,0,0,332.3,0,0
16804,23,3,246,536.99,178.9966667,59,4.186440678,2,16,1,0,0,268.495,212.7613594,300.89
16805,173,2,539,460.59,230.295,94,1.927835052,1,13,1,0,0,230.295,21.95566556,31.05
16806,103,4,355,736.21,184.0525,67,1.494505495,6,15,1,0,0,184.0525,56.97579332,1.653
16807,142,3,777,1106.59,368.8633333,56,1.969230769,2,12,1,0,0,368.8633333,87.1041172,41.765
16808,99,2,196,288.42,144.21,21,7.954545455,3,19,1,0,0,144.21,31.52282031,-44.58
16809,23,6,651,912.74,152.1233333,79,1.604026846,1,15,1,1,0.166666667,182.548,71.35699734,18.486
16810,192,2,112,275.64,137.82,16,11.2,1,15,1,1,0.5,137.82,242.8487529,343.44
16811,4,2,477,547.07,273.535,26,0.481481481,1,17,1,0,0,273.535,58.31509624,-82.47
16812,360,1,81,479.35,479.35,15,0,1,12,1,0,0,479.35,0,0
16813,8,10,1501,1652.18,165.218,248,0.461176471,3,13,1,0,0,236.0257143,91.58356218,-12.03392857
16814,14,22,2690,6398.3,290.8318182,121,1.116352201,3,11,1,1,0.045454545,533.1916667,360.1283934,-31.09083916
16816,103,4,274,417.06,104.265,28,9.444444444,6,15,1,0,0,104.265,97.96814261,-29.666
16817,2,13,762,1446.95,111.3038462,76,3.893617021,1,10,1,4,0.307692308,206.7071429,65.29381229,-9.398214286
16818,10,13,2162,3317.97,255.2284615,172,1.031746032,2,12,1,2,0.153846154,552.995,332.851355,-28.04485714
16820,95,1,307,497.61,497.61,26,0,0,12,1,0,0,497.61,0,0
16823,227,1,136,358.38,358.38,34,0,1,15,1,0,0,358.38,0,0
16824,15,2,236,460.64,230.32,23,5.96,1,12,1,0,0,230.32,10.49346463,14.84
16825,38,2,566,775.18,387.59,27,5.444444444,1,11,1,0,0,387.59,97.42517231,137.78
16826,51,1,158,341.7,341.7,22,0,2,14,1,0,0,341.7,0,0
16828,112,1,58,113.5,113.5,7,0,4,13,1,0,0,113.5,0,0
16829,156,1,99,197.22,197.22,11,0,2,10,1,0,0,197.22,0,0
16830,38,1,264,325.91,325.91,23,0,1,11,1,0,0,325.91,0,0
16832,184,3,33,199.15,66.38333333,11,3,4,14,1,0,0,99.575,52.43196782,-74.15
16833,1,4,440,1106.53,276.6325,46,7.239130435,6,13,1,0,0,368.8433333,63.17432416,62.88
16834,227,1,358,413.46,413.46,24,0,1,9,1,0,0,413.46,0,0
16835,128,2,61,180.85,90.425,10,27.22222222,2,13,1,0,0,90.425,12.26830265,17.35
16836,39,2,165,251.87,125.935,11,7.7,0,10,1,0,0,125.935,48.95300246,69.23
16837,31,12,1562,3167.73,263.9775,123,1.296969697,1,11,1,1,0.083333333,633.546,512.0386062,-39.365
16838,197,3,184,582.9,194.3,24,3.64,3,15,1,1,0.333333333,194.3,199.0461251,-97.695
16841,36,7,2234,1774.62,253.5171429,101,2.163793103,1,12,1,1,0.142857143,295.77,224.1548746,-44.99942857
16842,64,4,692,1260.44,315.11,45,3.777777778,3,14,1,1,0.25,315.11,224.8026253,-152.21
16843,42,17,10154,10183.82,599.0482353,226,0.753968254,3,14,1,1,0.058823529,1131.535556,622.5986542,131.5853333
16846,50,1,135,214.32,214.32,11,0,3,13,1,0,0,214.32,0,0
16847,43,1,78,193.44,193.44,12,0,3,13,1,0,0,193.44,0,0
16848,52,1,182,281.42,281.42,14,0,1,8,1,0,0,281.42,0,0
16849,186,1,33,124.57,124.57,8,0,0,9,1,0,0,124.57,0,0
16850,333,1,249,332.41,332.41,19,0,0,11,1,0,0,332.41,0,0
16851,4,3,271,342.45,114.15,17,2.473684211,2,9,1,0,0,171.225,96.49886243,-136.47
16852,10,2,56,144.91,72.455,9,20.75,3,15,1,0,0,72.455,57.4241417,-81.21
16855,23,2,164,328.4,164.2,19,1.111111111,2,12,1,0,0,164.2,18.38477631,26
16856,14,1,12,35.4,35.4,2,0,4,8,1,0,0,35.4,0,0
16858,366,2,83,345.89,172.945,9,0.166666667,0,9,1,1,0.5,345.89,0,0
16859,106,5,655,458.14,91.628,49,2.214285714,0,12,1,3,0.6,152.7133333,332.8123141,-240.155
16861,59,3,134,156.06,52.02,7,51.5,1,9,1,1,0.333333333,52.02,62.4837995,60.33
16863,29,4,392,481.35,120.3375,25,12.48148148,1,15,1,2,0.5,240.675,110.1318812,155.75
16866,140,3,60,207.74,69.24666667,10,2.1,4,10,1,0,0,207.74,0,0
16869,22,5,579,797.32,159.464,113,1.204724409,2,12,1,1,0.2,265.7733333,127.6760218,-127.33
16871,22,7,1250,2761.49,394.4985714,131,1.797101449,4,11,1,1,0.142857143,690.3725,357.2829489,-217.691
16872,77,3,600,680.02,226.6733333,5,17.83333333,4,14,1,0,0,226.6733333,156.3284163,-86.51
16873,4,10,3825,7066.31,706.631,179,1.25,4,15,1,4,0.4,1009.472857,788.0802085,36.23285714
16875,64,9,1044,2023.47,224.83,94,2.254098361,0,13,1,4,0.444444444,404.694,343.9929022,111.951
16877,12,6,458,846.62,141.1033333,111,1.264516129,6,16,1,0,0,211.655,146.5373084,110.458
16878,24,2,0,0,0,3,12,1,8,1,1,0.5,0,18.80904038,-26.6
16880,30,7,746,1491.43,213.0614286,121,0.919075145,6,12,1,0,0,298.286,109.6882429,-5.493
16882,66,3,424,705.12,235.04,39,6.605263158,1,10,1,0,0,235.04,241.0935312,239.76
16883,187,2,103,272.48,136.24,33,5.111111111,6,12,1,0,0,136.24,11.61069335,16.42
16884,37,2,320,429.84,214.92,26,0,2,10,1,0,0,429.84,0,0
16885,15,3,178,450.41,150.1366667,82,3.6,3,13,1,0,0,150.1366667,28.15603902,-13.57
16887,35,1,156,192.33,192.33,35,0,4,14,1,0,0,192.33,0,0
16889,194,3,925,1578.67,526.2233333,112,1.059701493,6,11,1,0,0,526.2233333,177.7712436,-86.495
16891,1,5,265,742.43,148.486,166,2,3,11,1,0,0,148.486,47.0692833,-28.074
16892,1,7,232,489.49,69.92714286,88,3.285714286,3,13,1,2,0.285714286,122.3725,121.7198435,59.167
16893,366,1,62,145.93,145.93,44,0,2,12,1,0,0,145.93,0,0
16895,64,1,91,202.27,202.27,57,0,3,12,1,0,0,202.27,0,0
16897,299,3,58,213.03,71.01,37,0.325581395,6,11,1,1,0.333333333,106.515,150.6349576,-213.03
16898,26,4,379,436.68,109.17,151,2.178343949,2,13,1,1,0.25,145.56,85.02992356,69.765
16899,7,6,520,1271.06,211.8433333,80,2.893442623,6,11,1,0,0,211.8433333,109.8078153,33.84057143
16900,11,4,724,869.2,217.3,77,0.666666667,4,13,1,1,0.25,434.6,449.8330499,-636.16
16902,116,1,629,1706.88,1706.88,43,0,0,14,1,0,0,1706.88,0,0
16903,29,1,247,363.2,363.2,50,0,3,15,1,0,0,363.2,0,0
16904,4,15,1973,3634.95,242.33,385,0.548338369,3,13,1,0,0,363.495,227.7990674,27.58078788
16905,5,8,1380,3020.65,377.58125,117,1.83919598,6,15,1,1,0.125,503.4416667,372.8731756,69.96885714
16906,81,4,263,559.59,139.8975,74,1.964705882,0,11,1,0,0,139.8975,40.16650377,24.403
16907,29,5,286,928.76,185.752,89,2.417266187,3,16,1,0,0,185.752,64.28725511,7.775
16909,64,2,434,364.14,182.07,18,0.444444444,2,16,1,1,0.5,182.07,278.6990667,-394.14
16910,4,8,884,1508.96,188.62,318,0.159926471,4,14,1,0,0,377.24,274.3750366,-194.914
16912,23,14,1011,2515.93,179.7092857,88,2.941176471,0,12,1,3,0.214285714,359.4185714,273.1238352,25.57392857
16913,290,1,82,113.44,113.44,8,0,1,12,1,0,0,113.44,0,0
16914,36,1,112,183.76,183.76,25,0,3,15,1,0,0,183.76,0,0
16915,9,6,132,621.68,103.6133333,46,4.892857143,1,16,1,0,0,103.6133333,48.87516247,13.14457143
16916,23,2,431,562.41,281.205,129,2.585185185,2,12,1,0,0,281.205,119.8899548,169.55
16917,276,1,232,391.52,391.52,9,0,1,11,1,0,0,391.52,0,0
16918,49,7,708,1043.34,149.0485714,97,2.07751938,0,13,1,1,0.142857143,260.835,34.31083648,-11.3
16919,156,11,1403,2592.25,235.6590909,141,0.652307692,1,13,1,0,0,518.45,277.6694381,-126.243
16921,61,1,154,154.18,154.18,50,0,6,16,1,0,0,154.18,0,0
16924,21,4,454,722.64,180.66,69,0.73255814,4,12,1,1,0.25,240.88,37.44716678,-36.06
16926,371,1,35,230.25,230.25,14,0,4,13,1,0,0,230.25,0,0
16927,115,3,993,543.05,181.0166667,5,49.2,1,11,1,0,0,181.0166667,50.6176435,-8.25
16928,80,19,2071,2740.65,144.2447368,71,1.422330097,1,13,1,2,0.105263158,304.5166667,250.0894016,62.491
16929,3,7,929,1295.39,185.0557143,51,2,3,12,1,0,0,259.078,168.5927185,30.359
16930,26,3,339,378.89,126.2966667,47,0.807692308,6,14,1,0,0,189.445,22.63448807,-32.01
16931,5,21,3134,4554.87,216.8985714,448,0.411299435,6,12,1,0,0,350.3746154,187.1453774,12.4206044
16932,53,1,82,150.23,150.23,44,0,0,14,1,0,0,150.23,0,0
16933,1,5,281,530.08,106.016,44,4.958333333,3,12,1,3,0.6,265.04,80.62431519,114.02
16934,54,2,397,931.03,465.515,59,0,6,12,1,0,0,931.03,0,0
16936,25,1,171,261.9,261.9,56,0,0,11,1,0,0,261.9,0,0
16938,8,5,1018,1878.43,375.686,212,1.276595745,6,13,1,1,0.2,626.1433333,571.4968396,29.015
16940,52,3,2169,3049.88,1016.626667,226,0.779605263,1,13,1,0,0,1016.626667,227.0343774,211.92
16942,12,10,801,1878.51,187.851,159,0.773381295,6,12,1,1,0.1,375.702,92.97121823,45.874
16943,211,3,145,816.73,272.2433333,23,3.34375,1,14,1,0,0,272.2433333,155.206529,-139.465
16945,21,19,2725,4345.5,228.7105263,137,1.358870968,1,12,1,0,0,434.55,168.5662501,13.77527273
16947,235,1,312,406.48,406.48,21,0,0,9,1,0,0,406.48,0,0
16948,138,3,1614,435.02,145.0066667,15,10.38888889,6,12,1,0,0,145.0066667,66.35628782,62.44
16949,3,7,790,1161.27,165.8957143,57,5.216666667,6,11,1,1,0.142857143,193.545,110.9455199,15.58942857
16950,56,3,644,1178.56,392.8533333,39,7.585365854,6,13,1,0,0,392.8533333,217.2969007,114.075
16951,123,4,1306,1262.75,315.6875,73,2.104651163,1,14,1,1,0.25,420.9166667,560.9562928,-534.395
16952,109,2,92,167.61,83.805,16,0,0,12,1,0,0,167.61,0,0
16954,0,9,1054,2085.08,231.6755556,40,6.773584906,0,10,1,0,0,347.5133333,135.7281829,-28.31314286
16955,184,5,246,493.67,98.734,18,7.56,2,10,1,1,0.2,164.5566667,1.16423079,-0.205
16956,9,2,112,292.34,146.17,16,0.470588235,1,8,1,1,0.5,292.34,0,0
16957,239,2,172,416.64,208.32,15,2.8,3,13,1,0,0,208.32,132.2006838,186.96
16959,87,1,49,117.35,117.35,7,0,1,15,1,0,0,117.35,0,0
16960,38,3,301,505.1,168.3666667,91,2.161616162,4,11,1,0,0,168.3666667,27.29732832,-25.31
16961,116,1,125,234.17,234.17,14,0,0,13,1,0,0,234.17,0,0
16963,187,1,35,110.55,110.55,7,0,6,13,1,0,0,110.55,0,0
16965,226,1,243,192.07,192.07,25,0,2,12,1,0,0,192.07,0,0
16966,8,9,1979,2148.97,238.7744444,8,8,3,15,1,2,0.222222222,358.1616667,239.317179,-52.498
16967,189,1,333,319.02,319.02,21,0,4,14,1,0,0,319.02,0,0
16968,4,2,326,439.43,219.715,31,3.433333333,0,15,1,0,0,219.715,47.51050463,-67.19
16969,39,3,815,635.41,211.8033333,41,3.8,2,12,1,0,0,211.8033333,164.9972364,-120.455
16971,38,1,72,357.21,357.21,40,0,1,15,1,0,0,357.21,0,0
16976,267,1,88,251.52,251.52,2,0,3,16,1,0,0,251.52,0,0
16978,77,1,166,344.33,344.33,39,0,4,12,1,0,0,344.33,0,0
16979,3,8,860,1809.05,226.13125,64,3.266666667,1,13,1,2,0.25,361.81,192.0494009,26.825
16980,255,2,739,1028.46,514.23,71,0.45,0,12,1,0,0,514.23,237.0646195,-335.26
16982,60,1,182,384.06,384.06,22,0,0,12,1,0,0,384.06,0,0
16983,12,8,1322,1894.82,236.8525,112,2.496503497,6,11,1,1,0.125,315.8033333,204.2422135,88.86
16985,17,11,1830,5461.62,496.5109091,62,2.841666667,1,10,1,1,0.090909091,682.7025,416.1657271,70.73642857
16986,29,2,1040,1873.2,936.6,3,0.5,2,15,1,0,0,1873.2,0,0
16987,3,7,401,1616.8,230.9714286,74,1.590551181,6,17,1,0,0,404.2,257.2244894,37.916
16988,5,1,43,126.12,126.12,7,0,6,16,1,0,0,126.12,0,0
16989,7,6,1233,1133.25,188.875,7,13,1,9,1,0,0,226.65,353.3968166,-164.115
16992,10,6,857,1601.86,266.9766667,85,3.191489362,0,10,1,1,0.166666667,400.465,174.1877739,75.008
16996,30,9,534,1427.46,158.6066667,14,8.2,2,14,1,3,0.333333333,285.492,111.5486937,67.083
16997,288,3,360,702,234,7,3.363636364,3,11,1,0,0,351,55.15432893,-78
16998,149,5,74,287.5,57.5,1,38.75,1,14,1,1,0.2,95.83333333,90.99034747,-41.05
16999,23,2,294,484.82,242.41,21,2.318181818,0,15,1,0,0,242.41,4.836610383,-6.84
17001,0,11,2164,3989.57,362.6881818,75,2.130952381,0,15,1,0,0,362.6881818,50.870251,1.529363636
17002,73,4,678,1487.78,371.945,41,4.428571429,3,11,1,1,0.25,495.9266667,16.36378114,-9.4
17004,46,2,771,1312.14,656.07,38,1.095238095,3,12,1,0,0,656.07,352.8887102,-499.06
17006,4,4,271,766.78,191.695,36,1.69047619,0,12,1,0,0,255.5933333,24.39105027,-24.35
17007,50,7,587,877.43,125.3471429,50,5.903846154,3,10,1,1,0.142857143,219.3575,86.31351666,21.671
17010,16,2,116,185.46,92.73,11,0.181818182,0,14,1,1,0.5,185.46,0,0
17011,30,1,186,270.9,270.9,15,0,2,13,1,0,0,270.9,0,0
17014,8,4,238,562.68,140.67,63,0.805555556,0,14,1,1,0.25,187.56,42.30712824,20.785
17015,28,3,1978,1838.61,612.87,182,0.737089202,1,13,1,0,0,612.87,394.6338041,-123.985
17018,40,2,176,920.1,460.05,15,19,6,11,1,0,0,460.05,77.85245661,110.1
